,x,y
0,8,3
1,8,4
2,7,6
3,5,6
4,4,6
5,4,5
6,4,4
7,3,3
8,2,3
9,2,4
10,1,6
11,1,5
12,4,3
13,2,5
14,6,6
15,8,5
16,7,5
