,x,y
0,8,6
1,4,7
2,6,7
3,5,5
4,5,4
5,4,6
6,4,3
7,4,2
8,4,5
9,5,7
10,8,5
11,8,3
12,8,4
13,7,6
14,3,6
15,2,6
16,1,4
17,2,5
18,1,5
19,2,3
20,5,3
21,3,2
