,x,y
0,7,7
1,7,3
2,7,9
3,7,4
4,7,8
5,7,5
6,6,5
7,5,7
8,1,4
9,2,4
10,4,7
11,6,6
12,2,7
13,2,8
14,5,6
15,1,5
16,2,3
17,1,6
18,3,3
19,3,8
20,1,7
21,7,6
