,x,y
0,8,5
1,7,5
2,7,7
3,5,8
4,6,8
5,7,4
6,7,3
7,5,2
8,4,4
9,5,7
10,5,6
11,3,3
12,4,3
13,1,2
14,3,2
15,4,6
16,4,5
17,2,5
18,7,6
19,1,5
20,1,3
21,1,4
22,2,2
23,3,4
24,6,2
25,1,6
26,2,6
