,x,y
0,1,6
1,1,5
2,2,4
3,2,3
4,2,3
5,3,3
6,4,3
7,4,3
8,4,4
9,4,5
10,4,6
11,5,6
12,6,6
13,7,6
14,8,5
15,8,4
16,8,3
17,7,2
