,x,y
0,1,6
1,1,5
2,2,4
3,3,3
4,4,3
5,5,3
6,6,3
7,7,4
8,7,5
9,7,6
10,7,7
11,7,7
12,6,7
13,5,7
14,5,6
15,5,5
16,5,4
