,x,y
0,4,8
1,4,7
2,5,7
3,5,6
4,5,5
5,5,4
6,5,3
7,5,2
8,5,1
9,4,1
10,4,2
11,3,2
12,2,3
13,1,3
14,1,4
15,1,5
16,2,5
17,3,5
18,4,5
19,5,5
20,6,5
21,7,5
22,8,5
