,x,y
0,0.9666666666666668,-0.8833333333333334
1,0.9666666666666668,-0.8166666666666668
2,0.9000000000000001,-0.7500000000000001
3,0.9000000000000001,-0.7500000000000001
4,0.9000000000000001,-0.7500000000000001
5,0.9000000000000001,-0.7500000000000001
6,1.3,-0.8166666666666668
7,1.3,-0.8166666666666668
8,1.3,-0.8166666666666668
9,1.2333333333333334,-1.0166666666666668
10,1.1,-1.0833333333333335
11,0.9666666666666668,-1.1500000000000001
12,1.0333333333333334,-1.1500000000000001
13,1.1,-1.1500000000000001
14,1.1666666666666667,-1.1500000000000001
15,1.2333333333333334,-1.1500000000000001
16,1.3,-1.1500000000000001
17,1.3666666666666667,-1.1500000000000001
