,x,y
0,1.2000000000000002,-0.8600000000000001
1,1.2666666666666668,-0.7933333333333334
2,1.3333333333333335,-0.7933333333333334
3,1.3333333333333335,-0.8600000000000001
4,1.3333333333333335,-0.9266666666666667
5,1.3333333333333335,-0.9933333333333334
6,1.3333333333333335,-1.06
7,1.2666666666666668,-1.06
8,1.2000000000000002,-0.9933333333333334
9,1.1333333333333335,-0.8600000000000001
10,1.0666666666666667,-0.7933333333333334
11,1.0,-0.7933333333333334
12,0.9333333333333335,-0.8600000000000001
13,0.8666666666666667,-0.9266666666666667
14,0.8666666666666667,-0.9933333333333334
15,0.9333333333333335,-1.06
16,0.9333333333333335,-1.1266666666666667
17,1.0,-1.1933333333333334
18,1.0666666666666667,-1.1933333333333334
19,1.0666666666666667,-1.1266666666666667
20,1.1333333333333335,-0.9933333333333334
