,x,y
0,0.9666666666666668,-0.8166666666666668
1,1.0333333333333334,-0.7500000000000001
2,1.1,-0.7500000000000001
3,1.1666666666666667,-0.7500000000000001
4,1.2333333333333334,-0.8166666666666668
5,1.2333333333333334,-0.8833333333333334
6,1.2333333333333334,-0.9500000000000001
7,1.1,-1.0166666666666668
8,1.2333333333333334,-1.0833333333333335
9,1.2333333333333334,-1.1500000000000001
10,1.2333333333333334,-1.2166666666666668
11,1.1666666666666667,-1.2833333333333334
12,1.1,-1.2833333333333334
13,1.0333333333333334,-1.2833333333333334
