,x,y
0,1.3333333333333335,-1.06
1,1.3333333333333335,-0.9933333333333334
2,1.2666666666666668,-0.9266666666666667
3,1.2666666666666668,-0.8600000000000001
4,1.2666666666666668,-0.8600000000000001
5,1.2000000000000002,-0.8600000000000001
6,1.1333333333333335,-0.8600000000000001
7,1.1333333333333335,-0.8600000000000001
8,1.1333333333333335,-0.9266666666666667
9,1.1333333333333335,-0.9933333333333334
10,1.1333333333333335,-1.06
11,1.0666666666666667,-1.06
12,1.0,-1.06
13,0.9333333333333335,-1.06
14,0.8666666666666667,-0.9933333333333334
15,0.8666666666666667,-0.9266666666666667
16,0.8666666666666667,-0.8600000000000001
17,0.9333333333333335,-0.7933333333333334
