,x,y
0,1.0666666666666667,-0.9933333333333334
1,1.0666666666666667,-0.9266666666666667
2,1.0666666666666667,-0.8600000000000001
3,1.1333333333333335,-0.7933333333333334
4,1.2000000000000002,-0.7933333333333334
5,1.2666666666666668,-0.7933333333333334
6,1.2666666666666668,-0.8600000000000001
7,1.3333333333333335,-0.9266666666666667
8,1.3333333333333335,-0.9933333333333334
9,1.2666666666666668,-1.06
10,1.2000000000000002,-1.06
11,1.1333333333333335,-1.1266666666666667
12,1.0666666666666667,-1.1266666666666667
13,1.0,-1.1266666666666667
14,0.9333333333333335,-1.06
15,0.8666666666666667,-0.9933333333333334
16,0.8666666666666667,-0.9266666666666667
17,0.8666666666666667,-0.8600000000000001
